PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,Renewal
2.9277700843277343,-1.0760983572443368,-1.1129588179003695,2.545437295485604,1.668710510650816,1.9933773766988523,2.060431818416996,0.24303884826896227,1.6492655485281988,-1.0837293517950533,0.284187473589649,-2.2533122300411823,0.6531265724969662,3.466935475061801,-0.03578444640283495,-2.873946668269204,0.09327932777140181,2.262979687529416,-0.18250841177092295,-0.6220129678138372,0.5744707762474063,-1.121895304802965,-0.5848048467344162,0.6517294646003956,1.385762692106024,1
1.8658710807734384,-0.6281577806550683,-0.5641296620520638,-0.8671958222468532,-0.5954160019708091,0.4308341685278729,0.2663928738041876,0.7864373780851412,-1.9247377394184506,0.03545717490895539,1.8899626209132752,-1.147274224633497,1.276138639745272,-0.8101463461414612,-0.8081999726270713,-0.37186495353499477,-0.5498666260025045,-0.17736265462925782,0.7933727176117226,-0.11989995705042737,-0.6347988146718888,-0.2708609313287982,0.2728876567801914,1.7939682187534909,-0.40927541288983393,0
-0.8813668408833565,3.3949555215125753,-1.0597513822824811,-0.4065759346653281,1.177603764164945,0.8501456770541388,-1.8224772392853852,0.5678780121485699,-1.015741309249173,-0.6059371883643417,-2.386950511952972,1.1591718573334857,0.6267399386222979,-0.11753510196536715,0.3498885008822063,-1.8032965893053112,0.18547634025162546,-0.903922619845062,0.025979055258383763,-0.32056918026761994,0.45242252400254035,-0.9801779820413454,-0.9407785965596877,-0.09805313933355381,-0.9906322138291346,1
-1.2368346287337597,-0.30630835313842947,-0.28520102013655213,-0.767308007817927,-0.1779671387776727,1.3729623661760386,0.8773726536126554,1.2406463310608389,-0.14812991616242346,-0.4838116709630378,-0.868744964911653,1.2640865935320458,0.4674180387148689,-0.4426726298016276,0.46337834638516984,-0.3680972731486239,-0.5192335950108398,-2.2045707119968827,-0.3700207236703243,-1.4001466065353603,-0.07552661123432153,2.6336490199757527,1.3723000307925262,0.37128308086635053,-0.5709119671032186,1
-1.346942581372878,-0.6133739831065645,-0.9639669404814658,0.6333001275149378,-0.5234890202252792,-1.192828770163378,-0.23895116332215105,1.395735341474055,1.088643899030759,-0.5289725507851974,-0.7710247628773755,1.2649115356920213,-0.5237829347680284,1.8213872214168594,0.5980973551430122,-0.473531156818531,-1.1189957704041187,-1.6276111215529407,1.4633906197892894,-0.34802707078626754,-0.044841452868321974,0.6384984161449071,1.136680785627702,0.11956930670772319,0.7667963386900988,1
2.6148052514551554,2.8985326427629836,0.4052948203764,-0.5130502816066455,2.1984762569145833,1.468713028958097,-0.3274809122168033,-0.4862612586780856,-0.6577597283121728,-0.4845421454348256,0.5055197414652703,-1.5006973959253231,-0.07756579033098358,-0.3481401732916446,2.067507501552992,-0.1284213917614264,-1.034109346018541,1.3233424386627137,0.4036434303001144,-0.12518722684011896,1.1858994237777734,0.6031434940257844,0.18731478770868834,-0.9180732491133469,-0.2209264285890799,1
2.990489746682828,-1.028436847440341,-0.2121346120584296,0.29380010436478454,-0.24149696907480236,-2.329388834699307,0.38266772665156423,-0.2769156879777086,-0.5189037898230124,-0.842618933068144,-0.45435545900463886,0.9292796149110126,-0.9699789803026624,-0.5492643717402388,1.324749079895694,-1.147217216057847,-0.27481457975312046,-0.40780458099447925,0.3290628277641058,-1.4261178205217568,1.7158213597585474,0.6712344052833004,-0.9200479960939233,-0.9931771471929415,0.05556739052931634,0
-1.0176641441581527,1.49923953000228,-1.9701263987232538,-0.5916234566858186,-1.8872102830520219,2.5812181299864676,-0.14593100376703694,-0.2956785372465574,-1.75140197279164,0.384667486535663,-1.929712165759555,-0.3531185022104393,-0.2581768105258819,-0.2701775861104023,0.07264288099855018,-0.7083488187212126,0.012446802224054409,1.406169845690672,-0.582880199780105,2.802228693783487,-0.1812620705068722,0.20619322387446218,-0.27595420150263955,0.285032048611933,1.1196261019106246,0
3.2776289310350055,-1.0300971375072037,-0.8802077205271952,0.11421343056660654,-0.8290726541363159,1.1567078691700938,-0.5302393835899634,1.5911218811772767,-1.5076809555719357,-0.5795857100049825,-1.01911662904034,-0.6470694835268502,0.8106092885560354,-1.115504307841563,0.008212554098702387,-1.0013063306255563,-0.24731578143127247,0.6668609809557142,0.18430731589612492,0.8511552060015498,-0.45201689399212375,-0.785062546927141,0.6672766650926604,-0.6368470550958111,0.6125109091422187,0
3.137059057514035,-1.161432645261855,0.1975088857184376,3.2840258001162286,-0.8725294968533632,1.0642862013407537,-1.688749354678907,0.7610858392983846,-0.26375239712758974,-0.0019508899352557692,0.5193703484061463,-0.1658846603173854,-1.0422778731207678,-1.0683255727278649,1.3779145306092235,-0.8614223639848915,-0.20504933451848834,0.36759712577065323,-0.023047483820935365,-0.14710853792459097,0.9412237313416865,0.44734623777442384,0.5708837056651695,0.6736845203308512,-0.8197136921760347,0
